session_id,session_status,year,age,raceomb,sex,att,att_7,country,countrycit,countryres,edu,politicalid,STATE,sexnum,countrycitnum,politics,education,racenum,filter_$,implicit,explicit
2613845300,C,2014,17,3,f,4,4,,US,US,3,4,MN,1,0,4,3,3,1,-0.0924837406227646,4
2613845910,C,2014,39,6,m,4,4,,US,US,12,6,IL,0,0,6,10,6,1,-0.1125970609859884,4
2613846282,C,2014,14,8,f,5,5,,US,US,3,4,CO,1,0,4,3,8,1,-0.2169385802348482,5
2613846836,C,2014,24,6,m,4,4,,US,US,9,6,CA,0,0,6,9,6,1,0.5389629950899316,4
2613847374,C,2014,23,6,f,4,4,,US,US,8,6,TX,1,0,6,8,6,1,0.0060515047932968025,4
2613848683,C,2014,NA,6,f,4,4,,US,US,5,4,FL,1,0,4,5,6,1,-0.24291352370609354,4
2613857156,C,2014,24,6,m,4,4,,US,US,5,4,TN,0,0,4,5,6,1,0.4260905461927642,4
2613857340,C,2014,42,5,m,3,3,,US,UK,7,5,,0,0,5,7,5,1,0.2029892147118538,3
2613863974,C,2014,16,9,f,5,5,,US,US,3,4,MA,1,0,4,3,9,1,1.0806491583561804,5
2613869194,C,2014,30,6,f,6,6,,US,US,5,4,LA,1,0,4,5,6,1,0.24816274034987806,6
2613877907,C,2014,18,2,f,5,5,,PH,US,4,6,IL,1,1,6,4,2,1,0.08518625097963745,5
2613878745,C,2014,18,6,f,4,4,,US,US,3,6,WA,1,0,6,3,6,1,0.2301245418087119,4
2613879498,C,2014,35,5,m,4,4,,US,US,5,4,NC,0,0,4,5,5,1,0.5896093652760759,4
2613879785,C,2014,43,6,f,4,4,,US,US,12,5,TN,1,0,5,10,6,1,-0.059198715681864605,4
2613885490,C,2014,37,6,m,7,7,,US,US,6,4,PA,0,0,4,6,6,1,0.944494012343865,7
2613889183,C,2014,23,6,f,6,6,,GR,GR,9,4,,1,1,4,9,6,1,0.23690792935147462,6
2613890233,C,2014,16,6,f,4,4,,US,US,3,2,WI,1,0,2,3,6,1,-0.021435384086211873,4
2613894182,C,2014,13,5,m,4,4,,US,US,1,4,,0,0,4,1,5,1,-0.38829105089677934,4
2613898690,C,2014,18,8,m,4,4,,US,US,3,NA,PA,0,0,NA,3,8,1,-0.25173415912199854,4
2613899312,C,2014,19,6,m,4,4,,US,US,5,4,NE,0,0,4,5,6,1,0.8763595008372214,4
2613903357,C,2014,27,6,m,5,5,,US,US,9,6,CA,0,0,6,9,6,1,0.09521096115831454,5
2613903387,C,2014,18,6,f,4,4,,US,US,5,3,,1,0,3,5,6,1,0.18023502102720868,4
2613911562,C,2014,19,6,f,5,5,,US,US,5,4,NJ,1,0,4,5,6,1,0.10511213181779178,5
2613917956,C,2014,20,6,m,4,4,,US,US,5,2,CA,0,0,2,5,6,1,0.8883036171698335,4
2613922903,C,2014,18,6,f,4,4,,US,US,3,4,MA,1,0,4,3,6,1,0.30106679692877214,4
2613927121,C,2014,28,8,f,4,4,,US,US,12,7,GA,1,0,7,10,8,1,0.5762455508857066,4
2613932993,C,2014,19,5,f,2,2,,US,US,5,6,GA,1,0,6,5,5,1,-0.19975415166039484,2
2613939127,C,2014,23,6,f,6,6,,US,US,5,5,NJ,1,0,5,5,6,1,0.5195024554095521,6
2613939900,C,2014,53,6,f,4,4,,US,US,5,4,VT,1,0,4,5,6,1,0.4837792377838624,4
2613941947,C,2014,20,6,f,6,6,,US,US,5,5,IN,1,0,5,5,6,1,0.25469112655142817,6
2613944680,C,2014,18,6,m,4,4,,US,US,3,6,VA,0,0,6,3,6,1,0.2714255478822739,4
2613947767,C,2014,17,6,f,4,4,,US,US,4,6,IL,1,0,6,4,6,1,0.43370431877711946,4
2613948825,C,2014,32,8,f,4,4,,US,US,12,6,NJ,1,0,6,10,8,1,0.17755454716410665,4
2613953299,C,2014,53,6,m,7,7,,ZA,ZA,11,5,,0,1,5,10,6,1,0.6523451754832991,7
2613957790,C,2014,16,6,f,4,4,,US,US,3,2,MO,1,0,2,3,6,1,0.3046261342111137,4
2613960928,C,2014,22,6,f,4,4,,US,US,8,5,MD,1,0,5,8,6,1,0.36918741063455984,4
2613965802,C,2014,31,6,m,6,6,,US,US,6,3,PA,0,0,3,6,6,1,0.6610312674126023,6
2613972704,C,2014,18,6,m,6,6,,US,US,4,5,CO,0,0,5,4,6,1,0.542153346058393,6
2613972830,C,2014,14,6,m,5,5,,US,US,2,4,OH,0,0,4,2,6,1,0.6636346567738348,5
2613975445,C,2014,43,6,m,5,5,,US,US,7,6,OH,0,0,6,7,6,1,0.5704398187495308,5
2613977606,C,2014,30,6,f,4,4,,US,US,6,7,OK,1,0,7,6,6,1,0.06129018733853696,4
2613981325,C,2014,18,6,f,6,6,,US,US,4,2,GA,1,0,2,4,6,1,0.7445834973878546,6
2613983233,C,2014,38,5,f,4,4,,US,US,5,7,NY,1,0,7,5,5,1,0.27465339162898433,4
2613983510,C,2014,18,6,m,6,6,,US,.,5,4,KS,0,0,4,5,6,1,-0.5563014839000492,6
2613985186,C,2014,19,6,m,4,4,,US,US,5,4,IN,0,0,4,5,6,1,0.7462873032186212,4
2613985984,C,2014,NA,NA,.,4,4,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,0.27790555287436053,4
2613990894,C,2014,60,6,m,4,4,,US,US,9,3,PA,0,0,3,9,6,1,0.27939924151897694,4
2613997455,C,2014,23,2,f,5,5,,US,US,8,6,PA,1,0,6,8,2,1,0.7105358279102578,5
2613999005,C,2014,26,9,m,4,4,,US,US,11,3,TX,0,0,3,10,9,1,0.7064295334817952,4
2614002228,C,2014,24,6,f,5,5,,US,US,8,6,NY,1,0,6,8,6,1,0.2582110568464351,5
2614003811,C,2014,22,6,m,5,5,,US,US,6,2,WI,0,0,2,6,6,1,0.7429270808870279,5
2614003923,C,2014,25,6,f,5,5,,US,US,9,6,MO,1,0,6,9,6,1,0.4693005432883729,5
2614005842,C,2014,18,9,f,4,4,,US,US,2,4,PA,1,0,4,2,9,1,0.7268469126929944,4
2614010266,C,2014,17,6,f,5,5,,US,US,4,3,CO,1,0,3,4,6,1,0.224759857235011,5
2614012228,C,2014,21,6,f,4,4,,AU,AU,4,7,,1,1,7,4,6,1,0.3220388123284697,4
2614014109,C,2014,27,6,f,5,5,,UK,UK,7,2,,1,1,2,7,6,1,0.5772958167084387,5
2614025297,C,2014,19,5,m,4,4,,US,US,4,4,FL,0,0,4,4,5,1,0.04140257466010963,4
2614026208,C,2014,NA,NA,.,4,4,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,-0.19794147234578463,4
2614026264,C,2014,19,8,m,6,6,,US,US,5,1,WI,0,0,1,5,8,1,0.4403159704641955,6
2614026494,C,2014,27,2,f,6,6,,US,US,5,4,FL,1,0,4,5,2,1,0.9159166093706095,6
2614027494,C,2014,37,6,f,4,4,,US,US,4,4,NM,1,0,4,4,6,1,0.7211461676978208,4
2614027684,C,2014,28,6,f,5,5,,IL,US,7,6,MO,1,1,6,7,6,1,0.7888077110807906,5
2614029309,C,2014,43,6,f,6,6,,US,US,7,4,FL,1,0,4,7,6,1,0.7606456051452726,6
2614030831,C,2014,19,3,m,4,4,,US,US,5,4,FL,0,0,4,5,3,1,0.9892038370975903,4
2614031653,C,2014,33,6,m,4,4,,US,US,5,4,WA,0,0,4,5,6,1,0.6272859692589842,4
2614032697,C,2014,20,6,m,5,5,,US,US,5,4,WI,0,0,4,5,6,1,0.8453295104285335,5
2614032970,C,2014,19,6,f,5,5,,US,US,5,5,TX,1,0,5,5,6,1,0.18981727813660443,5
2614042819,C,2014,NA,NA,.,5,5,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,0.5717980959137887,5
2614045332,C,2014,30,6,m,4,4,,US,US,8,4,MD,0,0,4,8,6,1,-0.1736728169847969,4
2614049387,C,2014,17,6,f,4,4,,US,US,4,4,VA,1,0,4,4,6,1,0.21353818934983287,4
2614054628,C,2014,51,6,f,5,5,,US,US,7,7,OH,1,0,7,7,6,1,0.803919170244314,5
2614058398,C,2014,20,6,f,6,6,,US,US,5,3,,1,0,3,5,6,1,0.8091295599166709,6
2614062401,C,2014,22,6,m,7,7,,US,US,6,3,UT,0,0,3,6,6,1,0.9922970333632072,7
2614065228,C,2014,17,6,f,6,6,,US,US,3,4,NY,1,0,4,3,6,1,0.5408728034563213,6
2614066385,C,2014,18,6,f,5,5,,US,US,5,6,,1,0,6,5,6,1,0.8875218909146801,5
2614068315,C,2014,24,6,f,6,6,,US,US,7,4,,1,0,4,7,6,1,0.002302766623599517,6
2614069485,C,2014,26,6,m,4,4,,US,US,6,2,MO,0,0,2,6,6,1,0.02580155811563603,4
2614074877,C,2014,17,2,m,6,6,,US,US,3,4,TX,0,0,4,3,2,1,1.0006887953106105,6
2614089101,C,2014,18,6,m,5,5,,US,US,3,2,MO,0,0,2,3,6,1,1.0489368312693785,5
2614097557,C,2014,20,9,f,4,4,,US,US,5,4,GA,1,0,4,5,9,1,-0.42434952996673325,4
2614098172,C,2014,23,6,m,6,6,,US,US,7,2,AZ,0,0,2,7,6,1,0.580259770203415,6
2614107008,C,2014,33,6,m,6,6,,US,US,9,1,PA,0,0,1,9,6,1,0.8430937902475386,6
2614107112,C,2014,39,6,m,4,4,,UK,UK,8,5,,0,1,5,8,6,1,0.9169853659644693,4
2614108190,C,2014,NA,NA,f,6,6,,.,.,NA,NA,,1,NA,NA,NA,NA,1,0.12140791624363591,6
2614118396,C,2014,17,6,m,5,5,,US,US,4,2,OH,0,0,2,4,6,1,0.723634500196572,5
2614127039,C,2014,35,6,m,5,5,,US,US,6,6,PA,0,0,6,6,6,1,0.010285776258857654,5
2614127962,C,2014,22,6,f,4,4,,US,US,5,5,OR,1,0,5,5,6,1,0.3326304106565029,4
2614134481,C,2014,18,6,f,4,4,,US,US,4,5,IL,1,0,5,4,6,1,0.015468329868549013,4
2614136210,C,2014,18,6,f,4,4,,US,US,5,4,WI,1,0,4,5,6,1,1.1334774893877557,4
2614137660,C,2014,18,6,f,4,4,,US,US,5,2,WA,1,0,2,5,6,1,0.8499993813792868,4
2614139101,C,2014,18,6,f,5,5,,US,.,3,4,,1,0,4,3,6,1,0.5508226698160684,5
2614151592,C,2014,18,2,m,4,4,,SG,SG,4,4,,0,1,4,4,2,1,0.3375137932345363,4
2614152428,C,2014,18,6,m,4,4,,US,US,5,2,NM,0,0,2,5,6,1,-0.031999240723565525,4
2614153822,C,2014,17,6,f,4,4,,US,US,4,4,IL,1,0,4,4,6,1,0.42369058202001475,4
2614163147,C,2014,18,6,f,4,4,,US,US,5,4,NY,1,0,4,5,6,1,-0.13220604343077225,4
2614164690,C,2014,20,6,f,4,4,,US,US,5,5,NJ,1,0,5,5,6,1,0.40790346485400397,4
2614172240,C,2014,19,6,f,4,4,,US,US,5,3,CA,1,0,3,5,6,1,0.8434061602129468,4
2614187293,C,2014,25,8,f,4,4,,US,US,6,2,CA,1,0,2,6,8,1,-0.06547666118551357,4
2614187699,C,2014,62,6,f,4,4,,US,US,8,4,WA,1,0,4,8,6,1,0.5106775625447252,4
2614194224,C,2014,16,6,f,4,4,,US,US,3,4,MN,1,0,4,3,6,1,0.42817556928527156,4
2614195115,C,2014,33,6,f,6,6,,US,US,9,6,NC,1,0,6,9,6,1,0.14186618736747358,6
2614195908,C,2014,54,6,m,6,6,,US,US,7,4,VA,0,0,4,7,6,1,-0.04012279283321443,6
2614203463,C,2014,47,5,f,1,1,,US,US,6,2,FL,1,0,2,6,5,1,0.36405689558149557,1
2614211962,C,2014,40,NA,f,3,3,,US,US,8,4,MA,1,0,4,8,NA,1,-0.1964006486604268,3
2614212673,C,2014,21,6,m,6,6,,MX,MX,5,3,,0,1,3,5,6,1,0.99419689645984,6
2614212970,C,2014,25,6,m,4,4,,US,US,6,3,WA,0,0,3,6,6,1,0.594166735382563,4
2614213731,C,2014,52,6,m,4,4,,UK,UK,4,6,,0,1,6,4,6,1,0.7011315444965078,4
2614216548,C,2014,35,7,m,4,4,,US,US,5,4,FL,0,0,4,5,7,1,-0.1872219259067604,4
2614217631,C,2014,22,6,f,5,5,,US,US,8,2,KY,1,0,2,8,6,1,0.4366690046150825,5
2614226265,C,2014,17,9,f,4,4,,CA,CA,3,4,,1,1,4,3,9,1,0.19657418194062154,4
2614226691,C,2014,18,8,f,3,3,,US,US,5,6,MN,1,0,6,5,8,1,0.5153436183016139,3
2614229078,C,2014,27,6,f,4,4,,US,US,8,6,NC,1,0,6,8,6,1,0.16752964372393014,4
2614231027,C,2014,38,6,f,4,4,,US,US,5,3,MO,1,0,3,5,6,1,0.042125852158964416,4
2614237367,C,2014,55,6,f,6,6,,US,US,7,6,CA,1,0,6,7,6,1,0.57755610194728,6
2614249030,C,2014,35,6,f,4,4,,US,US,8,6,MA,1,0,6,8,6,1,0.8998290706909707,4
2614249866,C,2014,24,6,m,4,4,,US,US,8,5,DC,0,0,5,8,6,1,0.05089585399540292,4
2614250252,C,2014,18,6,m,3,3,,US,US,4,2,WI,0,0,2,4,6,1,-0.46738177578710327,3
2614257326,C,2014,NA,NA,.,5,5,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,0.7511541315984887,5
2614258530,C,2014,38,5,f,3,3,,US,US,6,4,MS,1,0,4,6,5,1,-0.23464805051711038,3
2614266438,C,2014,16,6,f,6,6,,US,US,3,4,MD,1,0,4,3,6,1,0.4186981088624709,6
2614269220,C,2014,33,6,m,6,6,,CA,US,12,5,CA,0,1,5,10,6,1,0.6356854591982954,6
2614274609,C,2014,23,6,m,4,4,,US,US,5,3,SC,0,0,3,5,6,1,-0.0631915446843598,4
2614277618,C,2014,33,6,f,4,4,,US,US,9,6,OR,1,0,6,9,6,1,-0.13445882972004056,4
2614277781,C,2014,25,6,f,4,4,,US,US,5,6,TX,1,0,6,5,6,1,0.21794017698094637,4
2614279342,C,2014,24,2,f,5,5,,US,US,7,6,VA,1,0,6,7,2,1,0.5153134976788327,5
2614284615,C,2014,28,5,f,3,3,,US,US,7,6,PA,1,0,6,7,5,1,0.2628032406723436,3
2614284654,C,2014,22,6,m,4,4,,US,US,5,2,AL,0,0,2,5,6,1,-0.047875259678974116,4
2614288981,C,2014,27,3,f,4,4,,PH,US,4,4,CA,1,1,4,4,3,1,0.6761397567883071,4
2614296411,C,2014,24,9,f,4,4,,DO,US,4,4,NJ,1,1,4,4,9,1,0.7463484628074056,4
2614301508,C,2014,23,9,m,3,3,,US,US,8,5,WA,0,0,5,8,9,1,0.6437174445111,3
2614301594,C,2014,22,6,f,5,5,,US,US,7,2,UT,1,0,2,7,6,1,0.9491626939809481,5
2614302009,C,2014,26,5,f,4,4,,US,US,8,4,GA,1,0,4,8,5,1,-0.39009901163709904,4
2614303352,C,2014,26,6,m,4,4,,US,US,6,4,WV,0,0,4,6,6,1,0.7336635502345042,4
2614306678,C,2014,26,6,m,4,4,,US,US,8,6,IA,0,0,6,8,6,1,-0.2508653917663729,4
2614309472,C,2014,23,8,m,6,6,,US,US,9,2,GA,0,0,2,9,8,1,0.07488810491001745,6
2614313644,C,2014,32,6,m,4,4,,US,US,11,4,NY,0,0,4,10,6,1,0.8961801025713525,4
2614313973,C,2014,15,5,f,4,4,,US,JO,3,NA,,1,0,NA,3,5,1,-0.020630358844105887,4
2614317791,C,2014,21,6,f,4,4,,US,US,5,4,OH,1,0,4,5,6,1,-0.4699806387266379,4
2614319124,C,2014,47,5,f,4,4,,US,AF,4,4,FL,1,0,4,4,5,1,0.32251974170246694,4
2614327022,C,2014,24,6,m,4,4,,US,US,5,2,WA,0,0,2,5,6,1,0.14588407565388736,4
2614338534,C,2014,50,6,f,6,6,,US,US,7,2,OH,1,0,2,7,6,1,1.252920122858504,6
2614340757,C,2014,23,6,f,4,4,,US,US,8,7,PA,1,0,7,8,6,1,0.6512949963749687,4
2614350447,C,2014,22,7,f,4,4,,US,US,7,3,IL,1,0,3,7,7,1,0.4874099743379105,4
2614350789,C,2014,21,6,m,5,5,,US,US,7,3,MI,0,0,3,7,6,1,0.7140369102864818,5
2614355764,C,2014,16,9,f,4,4,,US,US,3,7,,1,0,7,3,9,1,0.12262781830821332,4
2614356153,C,2014,17,5,f,6,6,,US,US,3,7,,1,0,7,3,5,1,-0.10712426743539799,6
2614356999,C,2014,28,6,f,4,4,,US,US,7,2,TX,1,0,2,7,6,1,0.6833068981685604,4
2614360170,C,2014,31,8,f,4,4,,US,US,4,4,CA,1,0,4,4,8,1,0.5036175146701947,4
2614361599,C,2014,22,6,f,4,4,,US,US,6,5,MD,1,0,5,6,6,1,0.2691382395236774,4
2614362982,C,2014,NA,5,m,1,1,,US,US,8,6,NC,0,0,6,8,5,1,0.28090320162353166,1
2614363114,C,2014,28,NA,m,4,4,,US,US,10,6,MI,0,0,6,10,NA,1,-0.2820899864758196,4
2614370469,C,2014,21,8,f,5,5,,US,US,5,4,MO,1,0,4,5,8,1,0.9849522320074087,5
2614376283,C,2014,44,8,m,4,4,,US,US,5,4,CA,0,0,4,5,8,1,0.48675271757824706,4
2614379073,C,2014,17,3,f,5,5,,US,US,3,6,IL,1,0,6,3,3,1,0.5810509172603574,5
2614379146,C,2014,23,6,m,4,4,,SA,US,5,1,WI,0,1,1,5,6,1,0.515436156979886,4
2614379209,C,2014,26,6,f,2,2,,US,US,8,6,KS,1,0,6,8,6,1,0.11602674886967448,2
2614389383,C,2014,25,6,f,4,4,,US,US,5,7,MD,1,0,7,5,6,1,0.46171812797657996,4
2614391518,C,2014,54,6,m,4,4,,US,US,10,2,UT,0,0,2,10,6,1,0.5790578143103837,4
2614394920,C,2014,21,6,f,4,4,,US,US,5,6,TX,1,0,6,5,6,1,0.4428684560332955,4
2614422683,C,2014,53,9,m,4,4,,US,US,9,2,MI,0,0,2,9,9,1,-0.11902461849937651,4
2614433390,C,2014,35,6,f,5,5,,US,US,8,2,OH,1,0,2,8,6,1,1.0347441416182082,5
2614434218,C,2014,23,6,f,5,5,,US,US,7,5,NY,1,0,5,7,6,1,0.5613963592952016,5
2614444490,C,2014,35,6,m,4,4,,US,US,12,5,UT,0,0,5,10,6,1,-0.5726423518503185,4
2614448677,C,2014,42,6,f,4,4,,US,US,8,6,IL,1,0,6,8,6,1,0.6148878880616693,4
2614454206,C,2014,49,6,f,4,4,,US,US,7,7,WA,1,0,7,7,6,1,0.057022379523808814,4
2614457541,C,2014,23,6,f,4,4,,US,US,5,4,OR,1,0,4,5,6,1,0.6395379787042401,4
2614460879,C,2014,49,6,f,4,4,,US,US,9,6,GA,1,0,6,9,6,1,0.6634181480641529,4
2614462205,C,2014,19,6,m,4,4,,US,US,5,2,MA,0,0,2,5,6,1,0.6554225885577751,4
2614462981,C,2014,31,6,m,4,4,,US,US,7,1,MN,0,0,1,7,6,1,0.9034847728935375,4
2614464020,C,2014,22,6,m,4,4,,US,US,7,2,AR,0,0,2,7,6,1,0.6801674518540153,4
2614465969,C,2014,38,6,f,5,5,,US,US,5,3,NV,1,0,3,5,6,1,0.33700016104614666,5
2614470757,C,2014,31,5,f,3,3,,US,US,6,4,WI,1,0,4,6,5,1,-0.22909495059550755,3
2614473855,C,2014,20,8,m,4,4,,US,US,7,4,VA,0,0,4,7,8,1,-0.019884090437613022,4
2614477459,C,2014,22,6,m,5,5,,CL,US,7,5,NC,0,1,5,7,6,1,0.9825535242188452,5
2614478558,C,2014,42,6,m,5,5,,US,US,8,6,OH,0,0,6,8,6,1,0.7729441918213067,5
2614482014,C,2014,NA,8,.,5,5,,US,TZ,9,3,,NA,0,3,9,8,1,0.9798413283802395,5
2614490824,C,2014,41,6,f,6,6,,US,US,6,3,OH,1,0,3,6,6,1,0.05058901601921006,6
2614492065,C,2014,22,6,m,4,4,,US,US,7,7,,0,0,7,7,6,1,0.9043164866745008,4
2614498388,C,2014,25,9,f,5,5,,US,US,6,4,MN,1,0,4,6,9,1,0.0902014165585138,5
2614498873,C,2014,42,5,m,3,3,,US,US,9,4,MI,0,0,4,9,5,1,0.8373919368843628,3
2614512909,C,2014,23,6,f,5,5,,US,US,7,6,NC,1,0,6,7,6,1,0.7952249803053476,5
2614518568,C,2014,44,8,m,4,4,,TR,TR,4,4,,0,1,4,4,8,1,0.7535688924097934,4
2614521728,C,2014,NA,5,m,1,1,,ML,US,7,4,PA,0,1,4,7,5,1,-0.29762135266479817,1
2614525983,C,2014,17,9,f,5,5,,US,US,5,4,CA,1,0,4,5,9,1,0.9354751078277961,5
2614533066,C,2014,17,6,f,4,4,,US,US,3,4,AZ,1,0,4,3,6,1,0.20296520838633347,4
2614543025,C,2014,35,6,f,4,4,,US,US,7,6,TN,1,0,6,7,6,1,0.25840852208202697,4
2614544073,C,2014,33,6,f,4,4,,US,US,6,5,MD,1,0,5,6,6,1,0.13432728790990794,4
2614548788,C,2014,29,6,f,5,5,,US,US,5,5,,1,0,5,5,6,1,0.5189263012465608,5
2614550470,C,2014,18,6,f,5,5,,US,US,4,6,MN,1,0,6,4,6,1,0.202131505081867,5
2614552239,C,2014,53,5,f,1,1,,US,US,9,7,IL,1,0,7,9,5,1,-0.638533178298806,1
2614554251,C,2014,46,6,f,4,4,,US,US,8,5,TX,1,0,5,8,6,1,-0.0662588387265603,4
2614557132,C,2014,16,6,f,4,4,,US,US,3,2,,1,0,2,3,6,1,0.0941335677072297,4
2614561938,C,2014,28,6,m,3,3,,US,US,9,6,WI,0,0,6,9,6,1,0.43847654718090784,3
2614561963,C,2014,39,6,f,5,5,,US,US,9,7,AL,1,0,7,9,6,1,0.5500432144815766,5
2614564229,C,2014,39,6,m,5,5,,US,US,11,2,SC,0,0,2,10,6,1,0.6880532110500839,5
2614567574,C,2014,30,5,f,1,1,,US,US,11,6,GA,1,0,6,10,5,1,0.3963889275687245,1
2614572480,C,2014,27,6,f,6,6,,US,US,8,3,,1,0,3,8,6,1,0.5877190947893249,6
2614574181,C,2014,33,6,m,4,4,,IL,US,12,7,CA,0,1,7,10,6,1,0.6475798700732032,4
2614579202,C,2014,18,6,m,4,4,,US,US,4,4,AZ,0,0,4,4,6,1,0.8043682473897265,4
2614579241,C,2014,22,6,f,4,4,,US,US,8,3,MO,1,0,3,8,6,1,0.25500895353755254,4
2614582628,C,2014,20,7,f,3,3,,US,US,5,4,KS,1,0,4,5,7,1,-0.4841298696628843,3
2614584284,C,2014,14,6,m,4,4,,US,US,3,4,TN,0,0,4,3,6,1,-0.32281797238239507,4
2614585289,C,2014,23,6,f,4,4,,US,US,9,5,OK,1,0,5,9,6,1,-0.009874495210593248,4
2614587438,C,2014,30,6,f,4,4,,US,US,12,7,NY,1,0,7,10,6,1,0.1910560207250986,4
2614589545,C,2014,21,6,f,4,4,,US,US,5,4,NV,1,0,4,5,6,1,0.1535179269899691,4
2614592343,C,2014,16,6,m,4,4,,US,US,3,NA,IN,0,0,NA,3,6,1,0.8462622081619697,4
2614594980,C,2014,22,6,f,4,4,,US,US,6,4,OH,1,0,4,6,6,1,0.5031533299702537,4
2614597322,C,2014,41,6,f,4,4,,US,US,10,5,CA,1,0,5,10,6,1,0.37206522908465867,4
2614598467,C,2014,24,6,f,4,4,,HU,HU,5,4,,1,1,4,5,6,1,-0.8132122612942869,4
2614599986,C,2014,19,5,f,3,3,,US,US,5,7,NC,1,0,7,5,5,1,0.4167125523585321,3
2614605562,C,2014,51,6,f,5,5,,US,US,7,4,IL,1,0,4,7,6,1,0.8831032700124768,5
2614605587,C,2014,25,6,m,7,7,,US,US,10,1,MI,0,0,1,10,6,1,0.9485726454780243,7
2614612207,C,2014,24,6,m,4,4,,US,US,8,6,OR,0,0,6,8,6,1,0.8948998756670503,4
2614618833,C,2014,21,6,f,5,5,,US,US,5,4,FL,1,0,4,5,6,1,0.4186002818335224,5
2614619017,C,2014,15,6,f,4,4,,UK,UK,3,4,,1,1,4,3,6,1,0.6110726344795243,4
2614621062,C,2014,27,6,f,7,7,,US,US,6,5,NC,1,0,5,6,6,1,0.09039776173181033,7
2614621346,C,2014,25,6,f,4,4,,US,US,5,2,TX,1,0,2,5,6,1,0.625117611798796,4
2614623705,C,2014,30,5,m,5,5,,US,US,5,4,CA,0,0,4,5,5,1,-0.07771295549780075,5
2614626324,C,2014,20,2,m,4,4,,US,US,5,7,FL,0,0,7,5,2,1,0.667036106298821,4
2614628448,C,2014,53,6,f,5,5,,US,US,9,3,NC,1,0,3,9,6,1,0.5793231937812735,5
2614634208,C,2014,20,6,m,5,5,,US,US,7,1,MD,0,0,1,7,6,1,0.7062275063321812,5
2614636577,C,2014,17,5,f,4,4,,US,US,3,NA,IL,1,0,NA,3,5,1,0.47028180228696337,4
2614640012,C,2014,21,5,m,4,4,,US,US,5,7,NY,0,0,7,5,5,1,0.14958098833054,4
2614641647,C,2014,22,5,f,4,4,,US,US,5,6,VA,1,0,6,5,5,1,-0.13936558818957176,4
2614653024,C,2014,16,5,m,4,4,,US,US,NA,4,PA,0,0,4,NA,5,1,-0.969561600801771,4
2614654359,C,2014,18,6,m,4,4,,US,US,5,6,CO,0,0,6,5,6,1,0.4863575528249334,4
2614655801,C,2014,NA,NA,.,4,4,,.,.,NA,NA,,NA,NA,NA,NA,NA,1,0.02509331008252609,4
2614656370,C,2014,25,6,m,4,4,,US,US,8,5,NY,0,0,5,8,6,1,0.7146342056405297,4
2614659544,C,2014,20,6,f,4,4,,US,US,5,4,UT,1,0,4,5,6,1,0.45732493244293815,4
2614660863,C,2014,41,6,f,5,5,,US,US,12,4,NC,1,0,4,10,6,1,0.12388862525983016,5
2614663667,C,2014,56,6,f,4,4,,US,US,12,7,MS,1,0,7,10,6,1,0.4028283513688291,4
2614665292,C,2014,28,6,f,4,4,,US,US,7,7,MD,1,0,7,7,6,1,0.6524476102077406,4
2614665371,C,2014,21,5,f,4,4,,US,US,5,6,TX,1,0,6,5,5,1,-0.4512260460507787,4
2614668124,C,2014,39,6,f,4,4,,US,US,12,6,FL,1,0,6,10,6,1,-0.2720134042429652,4
2614668659,C,2014,19,6,f,5,5,,US,US,5,4,CA,1,0,4,5,6,1,1.0241376802925437,5
2614679273,C,2014,20,6,m,4,4,,US,US,5,5,MA,0,0,5,5,6,1,0.11211355370514403,4
2614686434,C,2014,24,6,m,5,5,,DE,US,4,6,WY,0,1,6,4,6,1,0.38627839323522767,5
2614688825,C,2014,19,6,m,5,5,,US,US,5,7,CT,0,0,7,5,6,1,0.5009851621546177,5
2614691690,C,2014,21,6,m,4,4,,US,US,7,4,PA,0,0,4,7,6,1,-0.19349438347301715,4
2614691703,C,2014,20,6,f,4,4,,US,US,5,NA,PA,1,0,NA,5,6,1,-1.026144675243377,4
2614698949,C,2014,22,6,m,4,4,,US,US,5,4,OH,0,0,4,5,6,1,-0.6034176594250309,4
2614699592,C,2014,29,6,m,4,4,,US,US,8,3,IL,0,0,3,8,6,1,0.19954257551634266,4
2614700343,C,2014,17,6,f,5,5,,US,US,4,6,NY,1,0,6,4,6,1,0.9579320905312685,5
2614701075,C,2014,26,NA,m,5,5,,US,US,6,4,UT,0,0,4,6,NA,1,-0.3551845119817254,5
2614710777,C,2014,17,6,f,4,4,,US,US,3,4,TX,1,0,4,3,6,1,-0.4670367398615414,4
2614716593,C,2014,32,5,f,2,2,,US,US,8,3,AL,1,0,3,8,5,1,0.34189670472887246,2
2614725459,C,2014,38,6,m,5,5,,US,US,8,5,IA,0,0,5,8,6,1,-0.2060845310397096,5
2614726537,C,2014,21,6,f,4,4,,US,US,6,6,VA,1,0,6,6,6,1,0.41225851046752937,4
2614727812,C,2014,17,6,f,6,6,,US,US,3,3,WI,1,0,3,3,6,1,0.8054398303046306,6
2614727833,C,2014,17,6,m,6,6,,US,US,3,4,WI,0,0,4,3,6,1,0.66765140097778,6
2614729355,C,2014,21,6,f,4,4,,US,US,6,4,OH,1,0,4,6,6,1,0.47551178104658076,4
